Winchester city, Virginia $ 348,466 $ 1,956 $ 1,282
Box Elder County, Utah $ 348,436 $ 1,955 $ 1,318
Bannock County, Idaho $ 348,302 $ 1,955 $ 1,264
Inyo County, California $ 348,206 $ 1,954 $ 1,362
Johnston County, North Carolina $ 348,200 $ 1,954 $ 1,130
Worcester County, Maryland $ 348,151 $ 1,954 $ 1,400
Bryan County, Georgia $ 347,354 $ 1,949 $ 1,215
Blount County, Tennessee $ 347,172 $ 1,948 $ 1,261
Greene County, Georgia $ 346,864 $ 1,947 $ 1,321
Ramsey County, Minnesota $ 346,755 $ 1,946 $ 1,281
Henry County, Georgia $ 346,735 $ 1,946 $ 1,252
Adams County, Idaho $ 346,695 $ 1,946 $ 1,352
Glynn County, Georgia $ 346,468 $ 1,944 $ 989
Cook County, Illinois $ 346,253 $ 1,943 $ 1,368
Madison County, Alabama $ 346,238 $ 1,943 $ 1,127
Sweet Grass County, Montana $ 345,765 $ 1,940 $ 1,406
Hendricks County, Indiana $ 345,691 $ 1,940 $ 1,157
Augusta County, Virginia $ 345,586 $ 1,939 $ 1,083
Belknap County, New Hampshire $ 345,274 $ 1,938 $ 1,266
Iron County, Utah $ 345,098 $ 1,937 $ 1,348
Columbia County, Georgia $ 344,700 $ 1,934 $ 1,257
Currituck County, North Carolina $ 344,633 $ 1,934 $ 1,343
Rice County, Minnesota $ 344,424 $ 1,933 $ 1,358
Boise County, Idaho $ 344,232 $ 1,932 $ 1,413
Loudon County, Tennessee $ 343,993 $ 1,930 $ 1,282
Burlington County, New Jersey $ 343,863 $ 1,930 $ 1,399
Galveston County, Texas $ 343,078 $ 1,925 $ 1,280
St. Charles County, Missouri $ 342,995 $ 1,925 $ 1,224
Middlesex County, Virginia $ 342,743 $ 1,923 $ 1,372
Geauga County, Ohio $ 342,616 $ 1,923 $ 1,191
Pasco County, Florida $ 342,163 $ 1,920 $ 1,141
Dallas County, Texas $ 340,417 $ 1,910 $ 1,334
Pend Oreille County, Washington $ 340,131 $ 1,909 $ 1,372
Olmsted County, Minnesota $ 339,494 $ 1,905 $ 1,368
Baldwin County, Alabama $ 338,870 $ 1,902 $ 1,320
Alachua County, Florida $ 338,834 $ 1,901 $ 1,264
Pueblo County, Colorado $ 338,084 $ 1,897 $ 1,265
Kent County, Delaware $ 338,020 $ 1,897 $ 1,149
Kane County, Illinois $ 337,802 $ 1,896 $ 1,220
Chatham County, Georgia $ 337,096 $ 1,892 $ 1,090
Douglas County, Georgia $ 337,023 $ 1,891 $ 1,066
Taos County, New Mexico $ 336,751 $ 1,890 $ 1,227
Wasco County, Oregon $ 336,698 $ 1,890 $ 1,288
Delaware County, Pennsylvania $ 336,434 $ 1,888 $ 1,296
Towns County, Georgia $ 336,210 $ 1,887 $ 1,324
Richland County, Montana $ 336,109 $ 1,886 $ 1,324
Sevier County, Tennessee $ 335,988 $ 1,886 $ 1,210
Hartford County, Connecticut $ 335,408 $ 1,882 $ 1,249
Wise County, Texas $ 335,375 $ 1,882 $ 983
Bay County, Florida $ 335,333 $ 1,882 $ 1,206
Douglas County, Oregon $ 335,238 $ 1,881 $ 1,370
Lancaster County, Pennsylvania $ 335,223 $ 1,881 $ 1,222
Kane County, Utah $ 335,222 $ 1,881 $ 1,398
Burleigh County, North Dakota $ 334,238 $ 1,876 $ 1,252
Centre County, Pennsylvania $ 334,174 $ 1,875 $ 1,163
Bernalillo County, New Mexico $ 334,100 $ 1,875 $ 1,229
Horry County, South Carolina $ 333,822 $ 1,873 $ 1,155
Crook County, Wyoming $ 333,795 $ 1,873 $ 1,228
Leon County, Florida $ 333,568 $ 1,872 $ 1,305
Cheshire County, New Hampshire $ 333,566 $ 1,872 $ 1,156
Northampton County, Pennsylvania $ 333,170 $ 1,870 $ 1,280
Johnson County, Wyoming $ 333,143 $ 1,870 $ 1,274
Columbia County, New York $ 332,988 $ 1,869 $ 1,228
Cook County, Minnesota $ 332,845 $ 1,868 $ 1,288
Kent County, Maryland $ 332,814 $ 1,868 $ 1,353
Llano County, Texas $ 332,724 $ 1,867 $ 1,259
Orleans Parish, Louisiana $ 332,583 $ 1,866 $ 1,385
Morgan County, Georgia $ 332,475 $ 1,866 $ 1,261
Sarpy County, Nebraska $ 332,108 $ 1,864 $ 1,308
Mohave County, Arizona $ 332,031 $ 1,863 $ 1,124
Kendall County, Illinois $ 332,007 $ 1,863 $ 1,165
Bastrop County, Texas $ 331,171 $ 1,858 $ 1,345
Madison County, Mississippi $ 331,094 $ 1,858 $ 1,115
Sandoval County, New Mexico $ 329,914 $ 1,851 $ 1,092
Montgomery County, Virginia $ 329,533 $ 1,849 $ 1,151
Clarke County, Georgia $ 329,047 $ 1,847 $ 1,362
Fairfield County, Ohio $ 329,002 $ 1,846 $ 1,099
Will County, Illinois $ 328,747 $ 1,845 $ 1,268
Greene County, Virginia $ 327,888 $ 1,840 $ 1,201
Hampden County, Massachusetts $ 327,707 $ 1,839 $ 1,299
Lawrence County, South Dakota $ 327,684 $ 1,839 $ 1,161
Lehigh County, Pennsylvania $ 327,611 $ 1,839 $ 1,185
Minnehaha County, South Dakota $ 327,314 $ 1,837 $ 1,118
Washington County, Vermont $ 327,075 $ 1,836 $ 1,235
Montezuma County, Colorado $ 326,798 $ 1,834 $ 1,286
Klamath County, Oregon $ 326,479 $ 1,832 $ 1,372
Lamoille County, Vermont $ 325,872 $ 1,829 $ 1,223
Tehama County, California $ 325,861 $ 1,829 $ 1,726
Jefferson County, Idaho $ 325,682 $ 1,828 $ 1,368
Lexington city, Virginia $ 325,037 $ 1,824 $ 1,216
Storey County, Nevada $ 324,295 $ 1,820 $ 1,471
Franklin County, Idaho $ 324,260 $ 1,820 $ 1,349
Brazoria County, Texas $ 324,060 $ 1,819 $ 1,195
Jefferson County, West Virginia $ 324,045 $ 1,819 $ 1,303
Barrow County, Georgia $ 323,980 $ 1,818 $ 1,158
Kent County, Michigan $ 323,256 $ 1,814 $ 1,096
Roanoke County, Virginia $ 323,253 $ 1,814 $ 1,054
Hernando County, Florida $ 322,960 $ 1,812 $ 1,194
Grayson County, Texas $ 322,941 $ 1,812 $ 971
Polk County, North Carolina $ 322,892 $ 1,812 $ 1,215
Lyon County, Nevada $ 322,763 $ 1,811 $ 1,318
Effingham County, Georgia $ 322,706 $ 1,811 $ 912
Guadalupe County, Texas $ 322,700 $ 1,811 $ 1,188
Lincoln County, Maine $ 322,465 $ 1,810 $ 1,228
Albany County, Wyoming $ 322,190 $ 1,808 $ 1,249
Morgan County, Colorado $ 321,833 $ 1,806 $ 1,173
Imperial County, California $ 321,637 $ 1,805 $ 1,160
Sagadahoc County, Maine $ 321,416 $ 1,804 $ 1,220
Plumas County, California $ 321,320 $ 1,803 $ 1,368
Washington County, Tennessee $ 321,315 $ 1,803 $ 1,001
Jackson County, Colorado $ 320,893 $ 1,801 $ 1,142
Camden County, North Carolina $ 320,626 $ 1,799 $ 1,206
Crow Wing County, Minnesota $ 320,122 $ 1,796 $ 963
Rockdale County, Georgia $ 319,818 $ 1,795 $ 979
Walworth County, Wisconsin $ 319,668 $ 1,794 $ 1,260
Haines Borough, Alaska $ 319,630 $ 1,794 $ 1,282
Leavenworth County, Kansas $ 319,436 $ 1,793 $ 1,019
Franklin County, Ohio $ 319,424 $ 1,793 $ 1,122
Mason County, Texas $ 319,232 $ 1,791 $ 1,174
Catoosa County, Georgia $ 318,826 $ 1,789 $ 832
Umatilla County, Oregon $ 318,782 $ 1,789 $ 1,201
Douglas County, Minnesota $ 318,595 $ 1,788 $ 1,158
Whitman County, Washington $ 318,313 $ 1,786 $ 1,299
Montgomery County, Tennessee $ 317,892 $ 1,784 $ 1,050
Yakima County, Washington $ 317,752 $ 1,783 $ 1,361
Rich County, Utah $ 316,166 $ 1,774 $ 1,196
Hancock County, Maine $ 316,107 $ 1,774 $ 1,217
Coos County, Oregon $ 315,995 $ 1,773 $ 1,230
Cass County, Missouri $ 315,809 $ 1,772 $ 1,135
Fairbanks North Star Borough, Alaska $ 315,705 $ 1,772 $ 1,326
Door County, Wisconsin $ 315,112 $ 1,768 $ 1,152
Gloucester County, New Jersey $ 314,972 $ 1,768 $ 1,262
Louisa County, Virginia $ 314,960 $ 1,768 $ 1,211
Franklin County, North Carolina $ 314,958 $ 1,768 $ 909
Jefferson County, Wisconsin $ 314,201 $ 1,763 $ 1,108
Moore County, Tennessee $ 314,076 $ 1,763 $ 1,143
Glenn County, California $ 313,792 $ 1,761 $ 1,278
Union County, Ohio $ 313,729 $ 1,761 $ 1,156
Warren County, Kentucky $ 313,359 $ 1,759 $ 991
Custer County, Idaho $ 313,271 $ 1,758 $ 1,283
Chisago County, Minnesota $ 312,388 $ 1,753 $ 1,229
Fayette County, Tennessee $ 312,290 $ 1,753 $ 1,169
Norfolk city, Virginia $ 312,090 $ 1,751 $ 1,272
Lancaster County, Virginia $ 311,984 $ 1,751 $ 1,222
Fayette County, Kentucky $ 311,621 $ 1,749 $ 1,212
Washington County, Maryland $ 311,569 $ 1,748 $ 1,303
DeSoto County, Mississippi $ 311,356 $ 1,747 $ 874
Botetourt County, Virginia $ 311,318 $ 1,747 $ 1,176
McHenry County, Illinois $ 311,121 $ 1,746 $ 1,253
Nelson County, Virginia $ 310,933 $ 1,745 $ 1,172
Kenai Peninsula Borough, Alaska $ 310,651 $ 1,743 $ 1,192
Porter County, Indiana $ 310,396 $ 1,742 $ 1,105
Brown County, Wisconsin $ 310,325 $ 1,742 $ 982
Knox County, Maine $ 310,163 $ 1,741 $ 1,172
Burnet County, Texas $ 309,787 $ 1,738 $ 1,086
St. Tammany Parish, Louisiana $ 309,585 $ 1,737 $ 1,179
Bartow County, Georgia $ 309,550 $ 1,737 $ 1,159
Asotin County, Washington $ 309,343 $ 1,736 $ 1,186
Lemhi County, Idaho $ 308,598 $ 1,732 $ 1,137
Polk County, Florida $ 308,558 $ 1,732 $ 1,089
Hancock County, Indiana $ 308,252 $ 1,730 $ 964
Beaver County, Utah $ 308,098 $ 1,729 $ 1,218
Clay County, Missouri $ 307,778 $ 1,727 $ 1,148
Franklin County, Vermont $ 307,738 $ 1,727 $ 1,111
Medina County, Ohio $ 307,691 $ 1,727 $ 1,144
Sanpete County, Utah $ 307,681 $ 1,727 $ 1,205
Putnam County, Tennessee $ 307,345 $ 1,725 $ 971
Johnson County, Texas $ 307,302 $ 1,725 $ 1,140
Pender County, North Carolina $ 306,856 $ 1,722 $ 1,088
Christian County, Missouri $ 306,811 $ 1,722 $ 980
Monongalia County, West Virginia $ 306,747 $ 1,721 $ 1,040
Chambers County, Texas $ 306,437 $ 1,720 $ 1,143
Waller County, Texas $ 306,437 $ 1,720 $ 1,135
Wilson County, Texas $ 306,016 $ 1,717 $ 1,131
Warren County, Virginia $ 305,776 $ 1,716 $ 1,254
Stevens County, Washington $ 305,716 $ 1,716 $ 1,239
Tompkins County, New York $ 305,533 $ 1,715 $ 1,024
Windham County, Connecticut $ 305,446 $ 1,714 $ 1,086
Pickens County, Georgia $ 305,388 $ 1,714 $ 1,090
Lancaster County, Nebraska $ 305,231 $ 1,713 $ 1,114
Albany County, New York $ 304,837 $ 1,711 $ 1,223
Natrona County, Wyoming $ 304,619 $ 1,709 $ 1,090
Le Sueur County, Minnesota $ 304,472 $ 1,709 $ 1,158
Fluvanna County, Virginia $ 304,431 $ 1,708 $ 1,178
Prince George County, Virginia $ 304,035 $ 1,706 $ 1,131
Limestone County, Alabama $ 303,944 $ 1,706 $ 1,000
Cheatham County, Tennessee $ 303,786 $ 1,705 $ 1,119
Butler County, Pennsylvania $ 303,358 $ 1,702 $ 1,090
Somervell County, Texas $ 303,176 $ 1,701 $ 1,099
Harrisonburg city, Virginia $ 303,110 $ 1,701 $ 1,132
Windsor County, Vermont $ 302,481 $ 1,697 $ 1,176
St. Louis County, Missouri $ 302,201 $ 1,696 $ 1,134
Midland County, Texas $ 302,001 $ 1,695 $ 1,206
Wahkiakum County, Washington $ 301,949 $ 1,695 $ 1,290
Spencer County, Kentucky $ 301,911 $ 1,694 $ 1,151
Gloucester County, Virginia $ 301,865 $ 1,694 $ 1,174
Idaho County, Idaho $ 301,658 $ 1,693 $ 1,167
Lincoln County, Montana $ 301,604 $ 1,693 $ 1,140
Cass County, North Dakota $ 301,335 $ 1,691 $ 1,142
Fannin County, Georgia $ 301,067 $ 1,690 $ 1,132
Mineral County, Montana $ 301,036 $ 1,689 $ 1,126
Boone County, Missouri $ 300,825 $ 1,688 $ 1,134
Campbell County, Wyoming $ 300,415 $ 1,686 $ 1,151
Johnson County, Indiana $ 300,295 $ 1,685 $ 1,164
Gilmer County, Georgia $ 299,684 $ 1,682 $ 1,126
Boone County, Kentucky $ 299,562 $ 1,681 $ 1,128
Cumberland County, Pennsylvania $ 299,550 $ 1,681 $ 1,083
Lumpkin County, Georgia $ 299,545 $ 1,681 $ 1,090
Jackson County, North Carolina $ 299,524 $ 1,681 $ 1,129
Union County, Georgia $ 298,577 $ 1,676 $ 1,089
Nez Perce County, Idaho $ 298,280 $ 1,674 $ 1,150
Harris County, Georgia $ 298,270 $ 1,674 $ 1,147
Caroline County, Virginia $ 298,244 $ 1,674 $ 1,124
Citrus County, Florida $ 297,714 $ 1,671 $ 1,058
Douglas County, Kansas $ 297,078 $ 1,667 $ 1,180
Allegan County, Michigan $ 297,067 $ 1,667 $ 1,135
Windham County, Vermont $ 297,001 $ 1,667 $ 1,166
Camden County, Missouri $ 296,501 $ 1,664 $ 1,135
Adams County, Pennsylvania $ 296,401 $ 1,663 $ 1,120
Converse County, Wyoming $ 296,243 $ 1,662 $ 1,154
Hood County, Texas $ 295,890 $ 1,661 $ 1,115
Gaston County, North Carolina $ 295,822 $ 1,660 $ 1,057
Douglas County, Nebraska $ 295,810 $ 1,660 $ 1,042
Clay County, North Carolina $ 295,418 $ 1,658 $ 1,078
Rio Blanco County, Colorado $ 295,393 $ 1,658 $ 1,180
Outagamie County, Wisconsin $ 294,944 $ 1,655 $ 980
Fremont County, Idaho $ 294,860 $ 1,655 $ 997
Cascade County, Montana $ 294,813 $ 1,654 $ 924
Harris County, Texas $ 294,773 $ 1,654 $ 1,111
Washington County, Texas $ 294,406 $ 1,652 $ 1,031
Bradley County, Tennessee $ 294,393 $ 1,652 $ 793
Carroll County, Georgia $ 293,594 $ 1,648 $ 1,048
Meade County, South Dakota $ 293,361 $ 1,646 $ 1,185
Jerome County, Idaho $ 293,303 $ 1,646 $ 1,055
Escambia County, Florida $ 293,139 $ 1,645 $ 1,046
Washington County, Nebraska $ 292,839 $ 1,643 $ 1,050
Wicomico County, Maryland $ 292,607 $ 1,642 $ 1,137
Eau Claire County, Wisconsin $ 292,408 $ 1,641 $ 1,062
Bexar County, Texas $ 292,377 $ 1,641 $ 1,045
Clermont County, Ohio $ 292,171 $ 1,640 $ 1,059
Bennington County, Vermont $ 291,922 $ 1,638 $ 1,128
Fremont County, Colorado $ 291,904 $ 1,638 $ 1,067
Bristol Bay Borough, Alaska $ 291,820 $ 1,638 $ 1,079
Forsyth County, North Carolina $ 291,678 $ 1,637 $ 1,010
Bandera County, Texas $ 291,582 $ 1,636 $ 1,085
Clay County, Minnesota $ 290,444 $ 1,630 $ 990
Stearns County, Minnesota $ 290,440 $ 1,630 $ 1,199
Kenosha County, Wisconsin $ 290,355 $ 1,629 $ 1,112
Holmes County, Ohio $ 290,230 $ 1,629 $ 1,147
Monroe County, Indiana $ 290,107 $ 1,628 $ 1,110
Woodford County, Kentucky $ 290,024 $ 1,628 $ 1,086
Emmet County, Michigan $ 290,010 $ 1,628 $ 1,102
Miami County, Kansas $ 289,513 $ 1,625 $ 1,110
Shenandoah County, Virginia $ 288,979 $ 1,622 $ 1,110
Uintah County, Utah $ 288,903 $ 1,621 $ 1,130
Sullivan County, New York $ 288,342 $ 1,618 $ 1,079
Elko County, Nevada $ 288,055 $ 1,617 $ 1,248
Pierce County, Wisconsin $ 287,773 $ 1,615 $ 1,130
Vilas County, Wisconsin $ 287,259 $ 1,612 $ 1,098
Alamance County, North Carolina $ 287,250 $ 1,612 $ 919
Warren County, New York $ 286,655 $ 1,609 $ 1,055
Berks County, Pennsylvania $ 286,473 $ 1,608 $ 1,115
Kerr County, Texas $ 286,445 $ 1,607 $ 1,035
Phillips County, Colorado $ 286,401 $ 1,607 $ 1,033
King William County, Virginia $ 286,399 $ 1,607 $ 1,061
Franklin County, Florida $ 286,319 $ 1,607 $ 1,082
Fayette County, Texas $ 285,905 $ 1,604 $ 1,032
Payette County, Idaho $ 285,513 $ 1,602 $ 1,087
Berkeley County, West Virginia $ 285,279 $ 1,601 $ 1,044
Bell County, Texas $ 285,169 $ 1,600 $ 939
Goodhue County, Minnesota $ 285,132 $ 1,600 $ 1,088
Racine County, Wisconsin $ 284,536 $ 1,597 $ 1,241
Madison County, North Carolina $ 284,437 $ 1,596 $ 1,099
Shelby County, Tennessee $ 284,421 $ 1,596 $ 916
Union County, South Dakota $ 284,209 $ 1,595 $ 1,033
Del Norte County, California $ 284,038 $ 1,594 $ 1,200
Polk County, Iowa $ 283,978 $ 1,594 $ 1,013
Camden County, New Jersey $ 283,487 $ 1,591 $ 1,217
Guilford County, North Carolina $ 283,391 $ 1,590 $ 1,151
Sweetwater County, Wyoming $ 283,334 $ 1,590 $ 1,052
Newport News city, Virginia $ 283,287 $ 1,590 $ 1,217
Gem County, Idaho $ 283,252 $ 1,590 $ 1,195
Okanogan County, Washington $ 283,248 $ 1,590 $ 1,158
Riley County, Kansas $ 283,095 $ 1,589 $ 1,003
Piute County, Utah $ 282,922 $ 1,588 $ 1,063
Campbell County, Kentucky $ 282,704 $ 1,587 $ 825
Sauk County, Wisconsin $ 282,443 $ 1,585 $ 955
Smith County, Texas $ 282,324 $ 1,584 $ 936
Clinton County, Michigan $ 282,140 $ 1,583 $ 911
Lebanon County, Pennsylvania $ 281,968 $ 1,582 $ 947
Androscoggin County, Maine $ 281,841 $ 1,582 $ 955
Benzie County, Michigan $ 281,488 $ 1,580 $ 1,041
Butler County, Ohio $ 281,277 $ 1,578 $ 983
Greene County, Ohio $ 281,197 $ 1,578 $ 971
Caroline County, Maryland $ 280,815 $ 1,576 $ 1,117
Becker County, Minnesota $ 280,679 $ 1,575 $ 1,036
Dickson County, Tennessee $ 280,600 $ 1,575 $ 1,032
Pike County, Georgia $ 280,552 $ 1,574 $ 1,008
Story County, Iowa $ 280,536 $ 1,574 $ 928
Rowan County, North Carolina $ 280,475 $ 1,574 $ 992
Fallon County, Montana $ 279,878 $ 1,571 $ 959
Sevier County, Utah $ 279,862 $ 1,571 $ 1,011
Musselshell County, Montana $ 279,594 $ 1,569 $ 1,000
Kenton County, Kentucky $ 279,592 $ 1,569 $ 914
Pacific County, Washington $ 279,092 $ 1,566 $ 1,047
Hubbard County, Minnesota $ 279,025 $ 1,566 $ 1,065
Monroe County, Illinois $ 278,907 $ 1,565 $ 1,098
Benewah County, Idaho $ 278,715 $ 1,564 $ 1,051
Licking County, Ohio $ 277,878 $ 1,559 $ 969
Walker County, Texas $ 277,810 $ 1,559 $ 831
York County, Pennsylvania $ 277,765 $ 1,559 $ 1,009
Brookings County, South Dakota $ 277,675 $ 1,558 $ 969
La Crosse County, Wisconsin $ 276,770 $ 1,553 $ 1,146
Marion County, Florida $ 276,687 $ 1,553 $ 962
Sierra County, California $ 276,509 $ 1,552 $ 1,211
Portsmouth city, Virginia $ 276,180 $ 1,550 $ 1,085
Jefferson County, Kentucky $ 275,987 $ 1,549 $ 1,080
Essex County, Virginia $ 275,409 $ 1,546 $ 1,015
King and Queen County, Virginia $ 275,343 $ 1,545 $ 1,070
White County, Georgia $ 275,194 $ 1,544 $ 1,000
Catawba County, North Carolina $ 275,078 $ 1,544 $ 969
Gulf County, Florida $ 275,068 $ 1,544 $ 953
Siskiyou County, California $ 274,359 $ 1,540 $ 1,131
Platte County, Wyoming $ 274,338 $ 1,540 $ 968
Monroe County, Pennsylvania $ 274,069 $ 1,538 $ 1,076
Glasscock County, Texas $ 274,032 $ 1,538 $ 1,620
Garfield County, Utah $ 273,880 $ 1,537 $ 1,063
Union County, Oregon $ 273,659 $ 1,536 $ 1,106
Spartanburg County, South Carolina $ 273,506 $ 1,535 $ 929
Newton County, Georgia $ 273,476 $ 1,535 $ 979
Churchill County, Nevada $ 273,390 $ 1,534 $ 1,098
Williams County, North Dakota $ 273,334 $ 1,534 $ 1,185
Oneida County, Idaho $ 273,050 $ 1,532 $ 1,081
Madison County, Kentucky $ 272,978 $ 1,532 $ 818
Westmoreland County, Virginia $ 272,953 $ 1,532 $ 1,038
Amelia County, Virginia $ 272,842 $ 1,531 $ 1,112
Franklin County, Pennsylvania $ 272,208 $ 1,528 $ 1,059
Columbia County, Wisconsin $ 272,194 $ 1,528 $ 1,015
Orange County, Vermont $ 271,738 $ 1,525 $ 1,055
Isanti County, Minnesota $ 271,720 $ 1,525 $ 1,077
Teton County, Montana $ 271,642 $ 1,524 $ 1,077
Duchesne County, Utah $ 271,099 $ 1,521 $ 1,097
Stark County, North Dakota $ 271,063 $ 1,521 $ 1,120
Lafayette County, Mississippi $ 270,905 $ 1,520 $ 1,068
Anderson County, Tennessee $ 270,889 $ 1,520 $ 904
Rockbridge County, Virginia $ 270,756 $ 1,519 $ 1,066
Moffat County, Colorado $ 270,699 $ 1,519 $ 1,029
Fremont County, Wyoming $ 270,687 $ 1,519 $ 1,003
Morton County, North Dakota $ 270,188 $ 1,516 $ 1,037
Bingham County, Idaho $ 269,935 $ 1,515 $ 995
Craven County, North Carolina $ 269,926 $ 1,515 $ 919
Wagoner County, Oklahoma $ 269,696 $ 1,514 $ 880
Ward County, North Dakota $ 269,587 $ 1,513 $ 1,013
Harnett County, North Carolina $ 269,076 $ 1,510 $ 922
Columbia County, Washington $ 268,962 $ 1,509 $ 1,126
Gila County, Arizona $ 268,554 $ 1,507 $ 1,018
Scott County, Kentucky $ 268,426 $ 1,506 $ 1,014
Austin County, Texas $ 267,768 $ 1,503 $ 1,005
Brown County, Indiana $ 267,682 $ 1,502 $ 1,096
McLennan County, Texas $ 267,571 $ 1,502 $ 947
LaGrange County, Indiana $ 267,438 $ 1,501 $ 1,005
Haywood County, North Carolina $ 267,409 $ 1,501 $ 1,016
Cass County, Minnesota $ 267,320 $ 1,500 $ 1,027
Cass County, Nebraska $ 267,262 $ 1,500 $ 1,001
Georgetown County, South Carolina $ 266,421 $ 1,495 $ 1,052
Otter Tail County, Minnesota $ 266,047 $ 1,493 $ 1,042
Rensselaer County, New York $ 265,694 $ 1,491 $ 1,046
Hunt County, Texas $ 265,329 $ 1,489 $ 1,363
Ferry County, Washington $ 265,326 $ 1,489 $ 1,033
Richland County, South Carolina $ 264,416 $ 1,484 $ 953
Salem city, Virginia $ 264,223 $ 1,483 $ 1,021
Hampton city, Virginia $ 264,210 $ 1,483 $ 1,115
Custer County, Montana $ 264,116 $ 1,482 $ 1,008
Ascension Parish, Louisiana $ 264,111 $ 1,482 $ 1,113
East Baton Rouge Parish, Louisiana $ 264,111 $ 1,482 $ 911
Rabun County, Georgia $ 263,987 $ 1,481 $ 1,015
Warren County, Iowa $ 263,945 $ 1,481 $ 975
Kalamazoo County, Michigan $ 263,726 $ 1,480 $ 1,013
Shelby County, Kentucky $ 263,583 $ 1,479 $ 1,024
Pickens County, South Carolina $ 263,284 $ 1,478 $ 948
Liberty County, Georgia $ 263,269 $ 1,477 $ 757
Dickinson County, Iowa $ 263,260 $ 1,477 $ 986
Jefferson Parish, Louisiana $ 262,515 $ 1,473 $ 1,032
Anderson County, South Carolina $ 262,306 $ 1,472 $ 830
Faulkner County, Arkansas $ 261,939 $ 1,470 $ 796
Kennebec County, Maine $ 261,648 $ 1,468 $ 972
Jackson County, Missouri $ 261,015 $ 1,465 $ 997
Canadian County, Oklahoma $ 260,943 $ 1,464 $ 968
Blue Earth County, Minnesota $ 260,760 $ 1,463 $ 1,220
Cassia County, Idaho $ 260,446 $ 1,462 $ 997
Philadelphia County, Pennsylvania $ 260,256 $ 1,461 $ 1,036
Sheboygan County, Wisconsin $ 260,089 $ 1,460 $ 993
Tuscaloosa County, Alabama $ 259,875 $ 1,458 $ 878
Real County, Texas $ 259,730 $ 1,458 $ 784
Humboldt County, Nevada $ 259,702 $ 1,457 $ 1,029
Stone County, Missouri $ 259,539 $ 1,457 $ 989
St. Charles Parish, Louisiana $ 259,536 $ 1,456 $ 1,016
Huerfano County, Colorado $ 259,291 $ 1,455 $ 989
Dunn County, North Dakota $ 259,253 $ 1,455 $ 994
Perquimans County, North Carolina $ 258,738 $ 1,452 $ 945
Macomb County, Michigan $ 258,660 $ 1,452 $ 950
Randall County, Texas $ 258,555 $ 1,451 $ 1,033
Surry County, Virginia $ 258,350 $ 1,450 $ 1,025
Calumet County, Wisconsin $ 258,319 $ 1,450 $ 962
Grand Forks County, North Dakota $ 258,293 $ 1,450 $ 1,000
Hamilton County, Ohio $ 258,065 $ 1,448 $ 1,029
Iowa County, Wisconsin $ 257,988 $ 1,448 $ 978
Dodge County, Minnesota $ 257,920 $ 1,447 $ 988
Hughes County, South Dakota $ 257,782 $ 1,447 $ 939
Bedford County, Tennessee $ 257,648 $ 1,446 $ 968
Lee County, Alabama $ 257,235 $ 1,444 $ 1,077
Cannon County, Tennessee $ 257,136 $ 1,443 $ 971
Jefferson County, Missouri $ 257,093 $ 1,443 $ 869
Nicollet County, Minnesota $ 256,722 $ 1,441 $ 1,016
Grundy County, Illinois $ 256,309 $ 1,438 $ 977
DeKalb County, Illinois $ 256,068 $ 1,437 $ 1,045
Daggett County, Utah $ 255,659 $ 1,435 $ 889
Tippecanoe County, Indiana $ 255,605 $ 1,434 $ 913
Lee County, Texas $ 255,547 $ 1,434 $ 869
Meagher County, Montana $ 255,454 $ 1,434 $ 986
Livingston Parish, Louisiana $ 255,410 $ 1,433 $ 923
Rogers County, Oklahoma $ 254,552 $ 1,429 $ 905
Tulsa County, Oklahoma $ 254,552 $ 1,429 $ 868
Onslow County, North Carolina $ 254,472 $ 1,428 $ 926
Erie County, New York $ 254,349 $ 1,427 $ 894
Greene County, Missouri $ 254,342 $ 1,427 $ 898
Milwaukee County, Wisconsin $ 254,221 $ 1,427 $ 922
Pasquotank County, North Carolina $ 254,206 $ 1,427 $ 909
Payne County, Oklahoma $ 254,151 $ 1,426 $ 766
Waldo County, Maine $ 254,046 $ 1,426 $ 946
Denali Borough, Alaska $ 253,909 $ 1,425 $ 1,135
Doña Ana County, New Mexico $ 253,901 $ 1,425 $ 894
Saline County, Arkansas $ 253,357 $ 1,422 $ 901
Millard County, Utah $ 253,294 $ 1,421 $ 972
West Feliciana Parish, Louisiana $ 253,175 $ 1,421 $ 1,099
Plaquemines Parish, Louisiana $ 252,863 $ 1,419 $ 1,002
Richmond County, Virginia $ 252,792 $ 1,419 $ 1,001
Floyd County, Indiana $ 252,668 $ 1,418 $ 908
Oconee County, South Carolina $ 252,666 $ 1,418 $ 939
Fond du Lac County, Wisconsin $ 252,654 $ 1,418 $ 954
Miami County, Ohio $ 252,644 $ 1,418 $ 858
Polk County, Wisconsin $ 252,637 $ 1,418 $ 914
Hemphill County, Texas $ 252,579 $ 1,417 $ 963
Camden County, Georgia $ 252,504 $ 1,417 $ 938
Lassen County, California $ 252,491 $ 1,417 $ 1,097
Greene County, New York $ 252,465 $ 1,417 $ 964
Dinwiddie County, Virginia $ 252,442 $ 1,417 $ 955
Lauderdale County, Alabama $ 252,342 $ 1,416 $ 698
Baker County, Oregon $ 252,291 $ 1,416 $ 1,008
Morgan County, Indiana $ 252,159 $ 1,415 $ 855
Clearwater County, Idaho $ 251,665 $ 1,412 $ 993
Rock County, Wisconsin $ 251,652 $ 1,412 $ 916
Granville County, North Carolina $ 251,516 $ 1,411 $ 921
